Date,Optimal,FBIOX,FNCMX,FSEAX,FSKAX,FSPSX,FXAIX,IWM,VUG,SPY,IVV,VOO,QQQ,BND,FBND,HDV,VEU,VWO,FDHY,FDIS,ONEQ,VV,VB,HNDL,WBII,PCEF,FDIV,CEFS,YLD,INKM,IYLD,FCEF,MLTI,YYY,MDIV,HIPS,CVY,GYLD,VTI,VEA,IEFA,AGG,GLD,XLF,VNQ,LQD,SWPPX
2000-08-15,1.000293,1.013015,1.000000,1.019021,1.000000,1.000000,1.000000,1.019718,1.000000,1.036707,1.034490,1.000000,1.053824,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.064865,1.000000,1.000000,1.032735
2000-08-16,1.000265,0.999172,1.000000,1.043478,1.000000,1.000000,1.000000,1.024726,1.000000,1.033015,1.027332,1.000000,1.064447,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.052252,1.000000,1.000000,1.029596
2000-08-17,1.000365,1.020350,1.000000,1.048913,1.000000,1.000000,1.000000,1.034116,1.000000,1.043875,1.040672,1.000000,1.084986,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.066066,1.000000,1.000000,1.040807
2000-08-18,1.000365,1.003076,1.000000,1.033967,1.000000,1.000000,1.000000,1.032551,1.000000,1.040399,1.038611,1.000000,1.079320,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.058258,1.000000,1.000000,1.040807
2000-08-21,1.000385,1.023545,1.000000,1.031929,1.000000,1.000000,1.000000,1.036307,1.000000,1.046047,1.037310,1.000000,1.082153,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.066666,1.000000,1.000000,1.043049
2000-08-22,1.000377,1.040228,1.000000,1.037364,1.000000,1.000000,1.000000,1.034742,1.000000,1.044309,1.044252,1.000000,1.082153,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.078078,1.000000,1.000000,1.042152
2000-08-23,1.000430,1.051586,1.000000,1.023777,1.000000,1.000000,1.000000,1.033176,1.000000,1.048436,1.046963,1.000000,1.099859,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.064264,1.000000,1.000000,1.047982
2000-08-24,1.000442,1.107549,1.000000,1.021739,1.000000,1.000000,1.000000,1.048514,1.000000,1.051695,1.048699,1.000000,1.116856,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.062462,1.000000,1.000000,1.049328
2000-08-25,1.000442,1.129674,1.000000,1.021739,1.000000,1.000000,1.000000,1.052895,1.000000,1.051260,1.049241,1.000000,1.110836,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.048048,1.000000,1.000000,1.049328
2000-08-28,1.000478,1.115002,1.000000,1.014946,1.000000,1.000000,1.000000,1.054773,1.000000,1.054843,1.053580,1.000000,1.116148,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.067867,1.000000,1.000000,1.053363
2000-08-29,1.000454,1.110625,1.000000,1.017663,1.000000,1.000000,1.000000,1.064789,1.000000,1.055061,1.052820,1.000000,1.121813,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.057057,1.000000,1.000000,1.050673
2000-08-30,1.000410,1.124704,1.000000,1.005435,1.000000,1.000000,1.000000,1.066041,1.000000,1.044961,1.044035,1.000000,1.120397,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.066666,1.000000,1.000000,1.045740
2000-08-31,1.000506,1.155703,1.000000,0.997282,1.000000,1.000000,1.000000,1.076683,1.000000,1.058862,1.056941,1.000000,1.151558,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.094294,1.000000,1.000000,1.056502
2000-09-01,1.000522,1.172622,1.000000,0.997282,1.000000,1.000000,1.000000,1.085447,1.000000,1.059948,1.057158,1.000000,1.162890,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.076276,1.000000,1.000000,1.058296
2000-09-05,1.000438,1.172622,1.000000,1.010870,1.000000,1.000000,1.000000,1.077934,1.000000,1.051478,1.050651,1.000000,1.127479,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.089489,1.000000,1.000000,1.048879
2000-09-06,1.000345,1.073947,1.000000,1.002038,1.000000,1.000000,1.000000,1.073240,1.000000,1.039531,1.040239,1.000000,1.087819,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.097897,1.000000,1.000000,1.038565
2000-09-07,1.000345,1.116659,1.000000,0.979619,1.000000,1.000000,1.000000,1.089202,1.000000,1.048436,1.047722,1.000000,1.111898,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.088889,1.000000,1.000000,1.038565
2000-09-08,1.000361,1.117842,1.000000,0.969429,1.000000,1.000000,1.000000,1.070422,1.000000,1.041269,1.040564,1.000000,1.077904,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.113513,1.000000,1.000000,1.040359
2000-09-11,1.000329,1.080336,1.000000,0.961277,1.000000,1.000000,1.000000,1.071675,1.000000,1.039748,1.037961,1.000000,1.051700,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.135736,1.000000,1.000000,1.036771
2000-09-12,1.000329,1.083412,1.000000,0.950407,1.000000,1.000000,1.000000,1.068232,1.000000,1.032146,1.030802,1.000000,1.035411,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.133934,1.000000,1.000000,1.036771
2000-09-13,1.000301,1.112636,1.000000,0.949728,1.000000,1.000000,1.000000,1.073553,1.000000,1.034861,1.032972,1.000000,1.059490,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.126727,1.000000,1.000000,1.033632
2000-09-14,1.000277,1.118789,1.000000,0.938179,1.000000,1.000000,1.000000,1.079812,1.000000,1.040074,1.030369,1.000000,1.053824,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.122522,1.000000,1.000000,1.030942
2000-09-15,1.000185,1.115358,1.000000,0.925272,1.000000,1.000000,1.000000,1.059781,1.000000,1.017320,1.018005,1.000000,1.034703,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.104228,1.000000,1.000000,1.020628
2000-09-18,1.000052,1.059749,1.000000,0.889946,1.000000,1.000000,1.000000,1.034742,1.000000,1.007957,1.006507,1.000000,1.018414,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.067481,1.000000,1.000000,1.005829
2000-09-19,1.000149,1.089210,1.000000,0.895380,1.000000,1.000000,1.000000,1.051643,1.000000,1.017102,1.015835,1.000000,1.055949,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.090372,1.000000,1.000000,1.016592
2000-09-20,1.000092,1.113819,1.000000,0.900815,1.000000,1.000000,1.000000,1.043287,1.000000,1.009589,1.008307,1.000000,1.072238,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.074709,1.000000,1.000000,1.010314
2000-09-21,1.000080,1.113819,1.000000,0.885190,1.000000,1.000000,1.000000,1.023816,1.000000,0.994238,1.007330,1.000000,0.994334,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.062661,1.000000,1.000000,1.008969
2000-09-22,1.000076,1.170611,1.000000,0.847826,1.000000,1.000000,1.000000,1.037006,1.000000,1.012311,1.010155,1.000000,1.053116,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.083144,1.000000,1.000000,1.008520
2000-09-25,1.000016,1.181259,1.000000,0.875679,1.000000,1.000000,1.000000,1.038262,1.000000,1.005126,1.001027,1.000000,1.025142,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.100614,1.000000,1.000000,1.001794
2000-09-26,0.999944,1.146829,1.000000,0.881794,1.000000,1.000000,1.000000,1.023502,1.000000,0.992278,0.991899,1.000000,1.013456,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.093385,1.000000,1.000000,0.993722
2000-09-27,0.999940,1.147303,1.000000,0.886549,1.000000,1.000000,1.000000,1.018791,1.000000,0.997504,0.992443,1.000000,1.014873,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.093987,1.000000,1.000000,0.993273
2000-09-28,0.999940,1.190133,1.000000,0.888587,1.000000,1.000000,1.000000,1.046427,1.000000,1.010352,1.015588,1.000000,1.037536,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.121698,1.000000,1.000000,0.993273
2000-09-29,0.999940,1.165642,1.000000,0.887907,1.000000,1.000000,1.000000,1.041403,1.000000,1.000771,0.999397,1.000000,1.005666,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.118084,1.000000,1.000000,0.993273
2000-10-02,0.999940,1.101515,1.000000,0.868206,1.000000,1.000000,1.000000,1.024444,1.000000,1.002294,1.000592,1.000000,0.983003,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.133747,1.000000,1.000000,0.993273
2000-10-03,0.999940,1.092759,1.000000,0.872283,1.000000,1.000000,1.000000,1.009526,1.000000,0.992931,0.990378,1.000000,0.951841,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.132542,1.000000,1.000000,0.993273
2000-10-04,0.999992,1.088737,1.000000,0.872283,1.000000,1.000000,1.000000,1.016593,1.000000,1.001206,0.999180,1.000000,0.970255,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.118084,1.000000,1.000000,0.999103
2000-10-05,0.999992,1.089092,1.000000,0.872283,1.000000,1.000000,1.000000,1.006229,1.000000,1.004690,1.003418,1.000000,0.973088,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.128927,1.000000,1.000000,0.999103
2000-10-06,0.999835,1.053952,1.000000,0.893342,1.000000,1.000000,1.000000,0.981732,1.000000,0.982916,0.981141,1.000000,0.940510,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.081939,1.000000,1.000000,0.981614
2000-10-09,0.999791,1.052887,1.000000,0.864810,1.000000,1.000000,1.000000,0.979534,1.000000,0.975512,0.975925,1.000000,0.936260,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.065071,1.000000,1.000000,0.976682
2000-10-10,0.999699,1.058803,1.000000,0.858016,1.000000,1.000000,1.000000,0.955980,1.000000,0.959398,0.959734,1.000000,0.887394,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.034348,1.000000,1.000000,0.966368
2000-10-11,0.999558,1.041056,1.000000,0.832880,1.000000,1.000000,1.000000,0.952840,1.000000,0.951341,0.951041,1.000000,0.873229,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.036155,1.000000,1.000000,0.950673
2000-10-12,0.999341,1.007217,1.000000,0.817255,1.000000,1.000000,1.000000,0.923947,1.000000,0.927607,0.927787,1.000000,0.851275,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.975913,1.000000,1.000000,0.926457
2000-10-13,0.999619,1.043304,1.000000,0.810462,1.000000,1.000000,1.000000,0.959749,1.000000,0.958527,0.955388,1.000000,0.920680,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.026517,1.000000,1.000000,0.957399
2000-10-16,0.999623,1.079271,1.000000,0.814538,1.000000,1.000000,1.000000,0.967286,1.000000,0.962882,0.960169,1.000000,0.929178,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.035553,1.000000,1.000000,0.957848
2000-10-17,0.999470,1.100805,1.000000,0.791440,1.000000,1.000000,1.000000,0.942947,1.000000,0.938930,0.938870,1.000000,0.886686,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.007239,1.000000,1.000000,0.940807
2000-10-18,0.999418,1.113583,1.000000,0.773777,1.000000,1.000000,1.000000,0.935252,1.000000,0.935446,0.937240,1.000000,0.883852,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.995794,1.000000,1.000000,0.934978
